id_nilai,id_krs,nilai_angka,nilai_huruf,bobot_nilai,ip_semester,ipk_kumulatif,tgl_input
11009,11009,66.27,B-,2.7,3.28,3.1,2026-05-26
11010,11010,66.36,B-,2.7,2.7,3.09,2026-05-26
11011,11011,66.87,B-,2.7,2.7,3.07,2026-05-26
11012,11012,66.2,B-,2.7,2.7,3.06,2026-05-26
11013,11013,32.7,E,0.0,2.25,2.99,2026-05-26
11014,11014,67.73,B-,2.7,2.34,2.98,2026-05-26
11015,11015,83.22,A-,3.7,2.57,3.01,2026-05-26
11016,11016,48.39,D,1.0,1.0,1.0,2026-05-26
11017,11017,41.17,E,0.0,0.5,0.5,2026-05-26
11018,11018,49.55,D,1.0,0.67,0.67,2026-05-26
11019,11019,66.4,B-,2.7,1.18,1.18,2026-05-26
11020,11020,70.09,B,3.0,1.54,1.54,2026-05-26
11021,11021,57.84,C,2.0,2.0,1.62,2026-05-26
11022,11022,78.11,B+,3.3,2.65,1.86,2026-05-26
11023,11023,88.1,A,4.0,3.1,2.12,2026-05-26
11024,11024,67.12,B-,2.7,3.0,2.19,2026-05-26
11025,11025,73.32,B,3.0,3.0,2.27,2026-05-26
11026,11026,95.82,A,4.0,3.12,2.38,2026-05-26
11027,11027,76.04,B+,3.3,3.3,2.43,2026-05-26
11028,11028,77.99,B+,3.3,3.3,2.5,2026-05-26
11029,11029,81.2,A-,3.7,3.45,2.59,2026-05-26
11030,11030,61.05,C+,2.3,2.96,2.55,2026-05-26
11031,11031,81.6,A-,3.7,3.09,2.62,2026-05-26
11032,11032,66.38,B-,2.7,3.03,2.63,2026-05-26
11033,11033,83.3,A-,3.7,3.12,2.69,2026-05-26
11034,11034,50.16,D,1.0,1.0,2.6,2026-05-26
11035,11035,71.88,B,3.0,2.0,2.62,2026-05-26
11036,11036,77.13,B+,3.3,2.33,2.64,2026-05-26
11037,11037,83.24,A-,3.7,2.7,2.69,2026-05-26
11038,11038,80.42,A-,3.7,2.91,2.73,2026-05-26
11039,11039,65.27,B-,2.7,2.88,2.73,2026-05-26
11040,11040,68.14,B-,2.7,2.83,2.73,2026-05-26
11041,11041,96.69,A,4.0,4.0,2.78,2026-05-26
11042,11042,57.22,C,2.0,3.0,2.75,2026-05-26
11043,11043,65.02,B-,2.7,2.9,2.75,2026-05-26
11044,11044,65.1,B-,2.7,2.85,2.75,2026-05-26
11045,11045,62.67,C+,2.3,2.74,2.73,2026-05-26
11046,11046,52.79,D,1.0,2.45,2.68,2026-05-26
11047,11047,68.74,B-,2.7,2.49,2.68,2026-05-26
11048,11048,62.39,C+,2.3,2.3,2.67,2026-05-26
11049,11049,66.05,B-,2.7,2.54,2.67,2026-05-26
11050,11050,75.46,B+,3.3,2.83,2.69,2026-05-26
11051,11051,36.17,E,0.0,2.05,2.62,2026-05-26
11052,11052,74.0,B,3.0,2.26,2.63,2026-05-26
11053,11053,58.24,C,2.0,2.0,2.0,2026-05-26
11054,11054,93.86,A,4.0,3.0,3.0,2026-05-26
11055,11055,62.11,C+,2.3,2.83,2.83,2026-05-26
11056,11056,76.03,B+,3.3,2.95,2.95,2026-05-26
11057,11057,88.06,A,4.0,3.18,3.18,2026-05-26
11058,11058,51.79,D,1.0,2.79,2.79,2026-05-26
11059,11059,81.89,A-,3.7,3.7,2.93,2026-05-26
11060,11060,88.85,A,4.0,3.85,3.07,2026-05-26
11061,11061,55.6,C,2.0,3.23,2.95,2026-05-26
11062,11062,60.33,C+,2.3,3.06,2.9,2026-05-26
11063,11063,68.15,B-,2.7,2.99,2.88,2026-05-26
11064,11064,61.62,C+,2.3,2.86,2.83,2026-05-26
11065,11065,73.69,B,3.0,2.89,2.85,2026-05-26
11066,11066,77.4,B+,3.3,3.3,3.3,2026-05-26
11067,11067,83.23,A-,3.7,3.5,3.5,2026-05-26
11068,11068,76.7,B+,3.3,3.42,3.42,2026-05-26
11069,11069,77.87,B+,3.3,3.39,3.39,2026-05-26
11070,11070,82.79,A-,3.7,3.45,3.45,2026-05-26
11071,11071,90.2,A,4.0,3.54,3.54,2026-05-26
11072,11072,63.99,C+,2.3,3.37,3.37,2026-05-26
11073,11073,94.28,A,4.0,4.0,3.44,2026-05-26
11074,11074,71.64,B,3.0,3.5,3.4,2026-05-26
11075,11075,76.64,B+,3.3,3.43,3.39,2026-05-26
11076,11076,96.74,A,4.0,3.57,3.44,2026-05-26
11077,11077,68.34,B-,2.7,3.4,3.38,2026-05-26
11078,11078,95.54,A,4.0,3.5,3.43,2026-05-26
11079,11079,48.07,D,1.0,3.14,3.26,2026-05-26
11080,11080,73.21,B,3.0,3.0,3.24,2026-05-26
11081,11081,97.55,A,4.0,3.5,3.29,2026-05-26
11082,11082,52.06,D,1.0,2.5,3.12,2026-05-26
11083,11083,56.09,C,2.0,2.38,3.06,2026-05-26
11084,11084,98.3,A,4.0,2.89,3.15,2026-05-26
11085,11085,76.95,B+,3.3,3.3,3.16,2026-05-26
11086,11086,82.73,A-,3.7,3.47,3.18,2026-05-26
11087,11087,73.37,B,3.0,3.33,3.17,2026-05-26
11088,11088,91.36,A,4.0,3.48,3.21,2026-05-26
11089,11089,85.14,A,4.0,3.55,3.23,2026-05-26
11090,11090,77.74,B+,3.3,3.51,3.23,2026-05-26
11091,11091,80.01,A-,3.7,3.54,3.25,2026-05-26
11092,11092,72.59,B,3.0,3.0,3.24,2026-05-26
11093,11093,71.78,B,3.0,3.0,3.23,2026-05-26
11094,11094,65.88,B-,2.7,2.9,3.21,2026-05-26
11095,11095,77.57,B+,3.3,3.0,3.21,2026-05-26
11096,11096,86.53,A,4.0,3.2,3.24,2026-05-26
11097,11097,58.02,C,2.0,2.0,3.2,2026-05-26
11098,11098,51.95,D,1.0,1.5,3.14,2026-05-26
11099,11099,91.84,A,4.0,2.33,3.16,2026-05-26
11100,11100,76.04,B+,3.3,2.57,3.17,2026-05-26
11101,11101,81.67,A-,3.7,2.95,3.19,2026-05-26
11102,11102,87.75,A,4.0,3.14,3.22,2026-05-26
11103,11103,85.93,A,4.0,3.24,3.24,2026-05-26
11104,11104,75.29,B+,3.3,3.3,3.24,2026-05-26
11105,11105,71.2,B,3.0,3.2,3.24,2026-05-26
11106,11106,78.57,B+,3.3,3.22,3.24,2026-05-26
11107,11107,83.32,A-,3.7,3.32,3.25,2026-05-26
11108,11108,88.72,A,4.0,3.43,3.26,2026-05-26
11109,11109,93.74,A,4.0,3.51,3.28,2026-05-26
11110,11110,91.77,A,4.0,4.0,3.29,2026-05-26
11111,11111,85.25,A,4.0,4.0,3.31,2026-05-26
11112,11112,67.57,B-,2.7,3.57,3.3,2026-05-26
11113,11113,94.63,A,4.0,3.68,3.31,2026-05-26
11114,11114,77.08,B+,3.3,3.6,3.31,2026-05-26
11115,11115,82.43,A-,3.7,3.62,3.32,2026-05-26
11116,11116,80.75,A-,3.7,3.7,3.7,2026-05-26
11117,11117,78.8,B+,3.3,3.5,3.5,2026-05-26
11118,11118,83.04,A-,3.7,3.57,3.57,2026-05-26
11119,11119,80.63,A-,3.7,3.6,3.6,2026-05-26
11120,11120,86.04,A,4.0,3.68,3.68,2026-05-26
11121,11121,25.96,E,0.0,0.0,3.07,2026-05-26
11122,11122,77.58,B+,3.3,1.65,3.1,2026-05-26
11123,11123,78.76,B+,3.3,2.2,3.12,2026-05-26
11124,11124,73.61,B,3.0,2.4,3.11,2026-05-26
11125,11125,72.63,B,3.0,2.49,3.1,2026-05-26
11126,11126,51.51,D,1.0,2.22,2.91,2026-05-26
11127,11127,46.49,D,1.0,2.04,2.74,2026-05-26
11128,11128,96.88,A,4.0,4.0,2.84,2026-05-26
11129,11129,94.28,A,4.0,4.0,2.93,2026-05-26
11130,11130,76.93,B+,3.3,3.77,2.95,2026-05-26
11131,11131,94.36,A,4.0,3.82,3.02,2026-05-26
11132,11132,92.21,A,4.0,3.86,3.08,2026-05-26
11133,11133,72.59,B,3.0,3.0,3.07,2026-05-26
11134,11134,81.67,A-,3.7,3.3,3.11,2026-05-26
11135,11135,92.93,A,4.0,3.51,3.15,2026-05-26
11136,11136,66.61,B-,2.7,3.32,3.13,2026-05-26
11137,11137,78.0,B+,3.3,3.32,3.14,2026-05-26
11138,11138,61.96,C+,2.3,3.16,3.1,2026-05-26
11139,11139,82.25,A-,3.7,3.7,3.12,2026-05-26
11140,11140,90.9,A,4.0,3.85,3.16,2026-05-26
11141,11141,76.37,B+,3.3,3.67,3.17,2026-05-26
11142,11142,73.89,B,3.0,3.55,3.16,2026-05-26
11143,11143,78.9,B+,3.3,3.49,3.17,2026-05-26
11144,11144,65.03,B-,2.7,3.35,3.15,2026-05-26
11145,11145,76.17,B+,3.3,3.35,3.16,2026-05-26
11146,11146,45.22,D,1.0,1.0,3.08,2026-05-26
11147,11147,83.51,A-,3.7,2.35,3.1,2026-05-26
11148,11148,57.65,C,2.0,2.23,3.07,2026-05-26
11149,11149,80.5,A-,3.7,2.6,3.09,2026-05-26
11150,11150,70.5,B,3.0,2.68,3.09,2026-05-26
11151,11151,47.5,D,1.0,2.48,3.05,2026-05-26
11152,11152,61.01,C+,2.3,2.46,3.03,2026-05-26
11153,11153,80.89,A-,3.7,3.7,3.04,2026-05-26
11154,11154,95.9,A,4.0,3.85,3.07,2026-05-26
11155,11155,78.86,B+,3.3,3.67,3.08,2026-05-26
11156,11156,56.14,C,2.0,3.36,3.06,2026-05-26
11157,11157,60.63,C+,2.3,3.14,3.04,2026-05-26
11158,11158,65.63,B-,2.7,2.7,3.03,2026-05-26
11159,11159,68.7,B-,2.7,2.7,3.03,2026-05-26
11160,11160,94.88,A,4.0,3.19,3.05,2026-05-26
11161,11161,94.76,A,4.0,3.41,3.07,2026-05-26
11162,11162,82.73,A-,3.7,3.47,3.08,2026-05-26
11163,11163,82.49,A-,3.7,3.51,3.1,2026-05-26
11164,11164,83.25,A-,3.7,3.7,3.7,2026-05-26
11165,11165,75.91,B+,3.3,3.57,3.57,2026-05-26
11166,11166,80.55,A-,3.7,3.6,3.6,2026-05-26
11167,11167,96.41,A,4.0,3.68,3.68,2026-05-26
11168,11168,76.05,B+,3.3,3.62,3.62,2026-05-26
11169,11169,68.29,B-,2.7,3.49,3.49,2026-05-26
11170,11170,71.63,B,3.0,3.44,3.44,2026-05-26
11171,11171,81.09,A-,3.7,3.7,3.47,2026-05-26
11172,11172,67.4,B-,2.7,3.2,3.39,2026-05-26
11173,11173,76.71,B+,3.3,3.25,3.38,2026-05-26
11174,11174,65.82,B-,2.7,3.14,3.32,2026-05-26
11175,11175,81.94,A-,3.7,3.23,3.35,2026-05-26
11176,11176,19.69,E,0.0,2.77,3.12,2026-05-26
11177,11177,98.52,A,4.0,4.0,3.18,2026-05-26
11178,11178,80.46,A-,3.7,3.85,3.21,2026-05-26
11179,11179,81.52,A-,3.7,3.8,3.24,2026-05-26
11180,11180,76.41,B+,3.3,3.71,3.24,2026-05-26
11181,11181,80.43,A-,3.7,3.71,3.26,2026-05-26
11182,11182,82.58,A-,3.7,3.71,3.29,2026-05-26
11183,11183,58.16,C,2.0,3.26,3.17,2026-05-26
11184,11184,88.09,A,4.0,4.0,3.21,2026-05-26
11185,11185,96.62,A,4.0,4.0,3.24,2026-05-26
11186,11186,98.43,A,4.0,4.0,3.27,2026-05-26
11187,11187,60.56,C+,2.3,3.69,3.24,2026-05-26
11188,11188,99.64,A,4.0,3.76,3.27,2026-05-26
11189,11189,48.57,D,1.0,1.0,1.0,2026-05-26
11190,11190,67.57,B-,2.7,1.68,1.68,2026-05-26
11191,11191,92.21,A,4.0,2.55,2.55,2026-05-26
11192,11192,72.16,B,3.0,2.67,2.67,2026-05-26
11193,11193,67.04,B-,2.7,2.68,2.68,2026-05-26
11194,11194,60.32,C+,2.3,2.3,2.61,2026-05-26
11195,11195,72.1,B,3.0,2.65,2.67,2026-05-26
11196,11196,56.28,C,2.0,2.49,2.61,2026-05-26
11197,11197,48.32,D,1.0,2.19,2.48,2026-05-26
11198,11198,67.43,B-,2.7,2.31,2.5,2026-05-26
11199,11199,82.75,A-,3.7,2.57,2.62,2026-05-26
11200,11200,60.81,C+,2.3,2.3,2.59,2026-05-26
11201,11201,66.57,B-,2.7,2.5,2.6,2026-05-26
11202,11202,66.51,B-,2.7,2.55,2.61,2026-05-26
11203,11203,14.91,E,0.0,1.85,2.41,2026-05-26
11204,11204,63.1,C+,2.3,1.92,2.41,2026-05-26
11205,11205,76.5,B+,3.3,3.3,2.45,2026-05-26
11206,11206,82.34,A-,3.7,3.54,2.53,2026-05-26
11207,11207,89.23,A,4.0,3.71,2.61,2026-05-26
11208,11208,81.66,A-,3.7,3.71,2.67,2026-05-26
11209,11209,73.44,B,3.0,3.56,2.69,2026-05-26
11210,11210,55.32,C,2.0,3.28,2.66,2026-05-26
11211,11211,72.58,B,3.0,3.0,2.67,2026-05-26
11212,11212,67.49,B-,2.7,2.85,2.67,2026-05-26
11213,11213,57.94,C,2.0,2.43,2.62,2026-05-26
11214,11214,58.27,C,2.0,2.34,2.59,2026-05-26
11215,11215,85.5,A,4.0,2.54,2.63,2026-05-26
11216,11216,67.49,B-,2.7,2.56,2.63,2026-05-26
11217,11217,68.36,B-,2.7,2.58,2.63,2026-05-26
11218,11218,90.43,A,4.0,4.0,2.68,2026-05-26
11219,11219,58.89,C,2.0,3.0,2.66,2026-05-26
11220,11220,76.93,B+,3.3,3.1,2.68,2026-05-26
11221,11221,50.76,D,1.0,2.72,2.64,2026-05-26
11222,11222,78.42,B+,3.3,2.84,2.66,2026-05-26
11223,11223,61.71,C+,2.3,2.77,2.66,2026-05-26
11224,11224,45.45,D,1.0,2.58,2.62,2026-05-26
11225,11225,56.53,C,2.0,2.0,2.61,2026-05-26
11226,11226,76.03,B+,3.3,2.65,2.63,2026-05-26
11227,11227,71.38,B,3.0,2.74,2.63,2026-05-26
11228,11228,60.78,C+,2.3,2.62,2.62,2026-05-26
11229,11229,56.49,C,2.0,2.49,2.61,2026-05-26
11230,11230,63.68,C+,2.3,2.45,2.6,2026-05-26
11231,11231,60.29,C+,2.3,2.3,2.59,2026-05-26
11232,11232,66.9,B-,2.7,2.46,2.59,2026-05-26
11233,11233,68.71,B-,2.7,2.59,2.6,2026-05-26
11234,11234,83.36,A-,3.7,2.83,2.62,2026-05-26
11235,11235,76.05,B+,3.3,2.91,2.64,2026-05-26
11236,11236,80.48,A-,3.7,3.03,2.66,2026-05-26
11237,11237,63.15,C+,2.3,2.96,2.66,2026-05-26
11238,11238,83.96,A-,3.7,3.7,3.7,2026-05-26
11239,11239,63.42,C+,2.3,2.77,2.77,2026-05-26
11240,11240,70.86,B,3.0,2.82,2.82,2026-05-26
11241,11241,76.17,B+,3.3,2.92,2.92,2026-05-26
11242,11242,70.3,B,3.0,2.93,2.93,2026-05-26
11243,11243,68.81,B-,2.7,2.9,2.9,2026-05-26
11244,11244,48.27,D,1.0,2.66,2.66,2026-05-26
11245,11245,82.55,A-,3.7,3.7,2.78,2026-05-26
11246,11246,70.95,B,3.0,3.35,2.8,2026-05-26
11247,11247,89.67,A,4.0,3.57,2.91,2026-05-26
11248,11248,58.73,C,2.0,3.18,2.83,2026-05-26
11249,11249,95.58,A,4.0,3.34,2.92,2026-05-26
11250,11250,71.56,B,3.0,3.28,2.93,2026-05-26
11251,11251,72.52,B,3.0,3.0,2.93,2026-05-26
11252,11252,56.7,C,2.0,2.5,2.88,2026-05-26
11253,11253,81.97,A-,3.7,2.9,2.92,2026-05-26
11254,11254,72.76,B,3.0,2.93,2.93,2026-05-26
11255,11255,73.14,B,3.0,2.94,2.93,2026-05-26
11256,11256,48.31,D,1.0,2.62,2.83,2026-05-26
11257,11257,65.64,B-,2.7,2.63,2.83,2026-05-26
11258,11258,63.21,C+,2.3,2.3,2.8,2026-05-26
11259,11259,76.18,B+,3.3,2.8,2.83,2026-05-26
11260,11260,1.8,E,0.0,1.87,2.71,2026-05-26
11261,11261,71.55,B,3.0,2.15,2.72,2026-05-26
11262,11262,52.77,D,1.0,1.99,2.68,2026-05-26
11263,11263,75.52,B+,3.3,2.22,2.7,2026-05-26
11264,11264,82.62,A-,3.7,3.7,2.73,2026-05-26
11265,11265,58.3,C,2.0,2.85,2.71,2026-05-26
11266,11266,56.82,C,2.0,2.57,2.69,2026-05-26
11267,11267,52.26,D,1.0,2.18,2.63,2026-05-26
11268,11268,60.2,C+,2.3,2.2,2.62,2026-05-26
11269,11269,75.2,B+,3.3,2.38,2.64,2026-05-26
11270,11270,58.53,C,2.0,2.0,2.62,2026-05-26
11271,11271,66.24,B-,2.7,2.35,2.62,2026-05-26
11272,11272,71.35,B,3.0,2.57,2.63,2026-05-26
11273,11273,72.23,B,3.0,2.68,2.64,2026-05-26
11274,11274,77.38,B+,3.3,2.8,2.66,2026-05-26
11275,11275,77.17,B+,3.3,2.94,2.69,2026-05-26
11276,11276,73.9,B,3.0,3.0,3.0,2026-05-26
11277,11277,90.22,A,4.0,3.6,3.6,2026-05-26
11278,11278,83.47,A-,3.7,3.64,3.64,2026-05-26
11279,11279,76.09,B+,3.3,3.56,3.56,2026-05-26
11280,11280,87.17,A,4.0,3.65,3.65,2026-05-26
11281,11281,78.21,B+,3.3,3.59,3.59,2026-05-26
11282,11282,55.22,C,2.0,2.0,3.43,2026-05-26
11283,11283,67.5,B-,2.7,2.42,3.33,2026-05-26
11284,11284,72.06,B,3.0,2.64,3.3,2026-05-26
11285,11285,89.86,A,4.0,3.01,3.37,2026-05-26
11286,11286,50.87,D,1.0,2.58,3.15,2026-05-26
11287,11287,46.39,D,1.0,2.3,2.96,2026-05-26
11288,11288,45.5,D,1.0,2.1,2.81,2026-05-26
11289,11289,56.68,C,2.0,2.0,2.75,2026-05-26
11290,11290,81.74,A-,3.7,2.85,2.81,2026-05-26
11291,11291,76.8,B+,3.3,3.0,2.84,2026-05-26
11292,11292,81.54,A-,3.7,3.13,2.88,2026-05-26
11293,11293,90.03,A,4.0,3.31,2.94,2026-05-26
11294,11294,71.11,B,3.0,3.26,2.95,2026-05-26
11295,11295,82.84,A-,3.7,3.33,2.99,2026-05-26
11296,11296,93.39,A,4.0,4.0,3.04,2026-05-26
11297,11297,61.67,C+,2.3,3.15,3.0,2026-05-26
11298,11298,48.03,D,1.0,2.29,2.88,2026-05-26
11299,11299,63.52,C+,2.3,2.29,2.86,2026-05-26
11300,11300,57.88,C,2.0,2.24,2.82,2026-05-26
11301,11301,80.93,A-,3.7,3.7,2.86,2026-05-26
11302,11302,72.84,B,3.0,3.35,2.86,2026-05-26
11303,11303,57.26,C,2.0,2.9,2.83,2026-05-26
11304,11304,58.46,C,2.0,2.68,2.8,2026-05-26
11305,11305,81.29,A-,3.7,2.88,2.83,2026-05-26
11306,11306,94.99,A,4.0,3.07,2.87,2026-05-26
11307,11307,66.54,B-,2.7,3.0,2.86,2026-05-26
11308,11308,48.74,D,1.0,1.0,1.0,2026-05-26
11309,11309,62.54,C+,2.3,1.65,1.65,2026-05-26
11310,11310,99.65,A,4.0,2.43,2.43,2026-05-26
11311,11311,76.21,B+,3.3,2.65,2.65,2026-05-26
11312,11312,72.35,B,3.0,2.72,2.72,2026-05-26
11313,11313,73.54,B,3.0,2.77,2.77,2026-05-26
11314,11314,61.57,C+,2.3,2.3,2.7,2026-05-26
11315,11315,75.66,B+,3.3,2.8,2.77,2026-05-26
11316,11316,57.34,C,2.0,2.53,2.69,2026-05-26
11317,11317,80.21,A-,3.7,2.82,2.79,2026-05-26
11318,11318,81.57,A-,3.7,3.0,2.87,2026-05-26
11319,11319,52.25,D,1.0,2.67,2.72,2026-05-26
11320,11320,62.72,C+,2.3,2.61,2.68,2026-05-26
11321,11321,71.64,B,3.0,3.0,2.71,2026-05-26
11322,11322,76.59,B+,3.3,3.17,2.76,2026-05-26
11323,11323,75.54,B+,3.3,3.21,2.79,2026-05-26
11324,11324,80.56,A-,3.7,3.29,2.83,2026-05-26
11325,11325,78.21,B+,3.3,3.29,2.85,2026-05-26
11326,11326,65.12,B-,2.7,3.22,2.85,2026-05-26
11327,11327,68.26,B-,2.7,3.15,2.84,2026-05-26
11328,11328,72.09,B,3.0,3.0,2.85,2026-05-26
11329,11329,77.11,B+,3.3,3.15,2.87,2026-05-26
11330,11330,89.12,A,4.0,3.43,2.92,2026-05-26
11331,11331,57.74,C,2.0,3.07,2.88,2026-05-26
11332,11332,67.6,B-,2.7,3.02,2.88,2026-05-26
11333,11333,71.79,B,3.0,3.02,2.88,2026-05-26
11334,11334,78.74,B+,3.3,3.3,2.9,2026-05-26
11335,11335,70.78,B,3.0,3.15,2.9,2026-05-26
11336,11336,83.42,A-,3.7,3.33,2.93,2026-05-26
11337,11337,68.96,B-,2.7,3.18,2.92,2026-05-26
11338,11338,80.11,A-,3.7,3.28,2.95,2026-05-26
11339,11339,90.06,A,4.0,3.43,2.99,2026-05-26
11340,11340,98.86,A,4.0,4.0,3.02,2026-05-26
11341,11341,47.8,D,1.0,2.29,2.94,2026-05-26
11342,11342,90.44,A,4.0,2.8,2.97,2026-05-26
11343,11343,67.33,B-,2.7,2.78,2.96,2026-05-26
11344,11344,82.5,A-,3.7,2.95,2.98,2026-05-26
11345,11345,94.92,A,4.0,4.0,3.01,2026-05-26
11346,11346,73.49,B,3.0,3.43,3.01,2026-05-26
11347,11347,65.67,B-,2.7,3.21,3.0,2026-05-26
11348,11348,60.31,C+,2.3,3.0,2.99,2026-05-26
11349,11349,72.25,B,3.0,3.0,2.99,2026-05-26
11350,11350,56.08,C,2.0,2.89,2.97,2026-05-26
11351,11351,77.29,B+,3.3,2.95,2.98,2026-05-26
11352,11352,83.51,A-,3.7,3.7,2.99,2026-05-26
11353,11353,60.41,C+,2.3,2.86,2.97,2026-05-26
11354,11354,61.67,C+,2.3,2.65,2.96,2026-05-26
11355,11355,65.59,B-,2.7,2.66,2.95,2026-05-26
11356,11356,90.66,A,4.0,2.95,2.98,2026-05-26
11357,11357,53.24,D,1.0,1.0,1.0,2026-05-26
11358,11358,76.47,B+,3.3,2.15,2.15,2026-05-26
11359,11359,70.3,B,3.0,2.43,2.43,2026-05-26
11360,11360,18.96,E,0.0,1.82,1.82,2026-05-26
11361,11361,66.7,B-,2.7,2.04,2.04,2026-05-26
11362,11362,76.82,B+,3.3,3.3,2.24,2026-05-26
11363,11363,77.7,B+,3.3,3.3,2.39,2026-05-26
11364,11364,80.84,A-,3.7,3.46,2.59,2026-05-26
11365,11365,86.1,A,4.0,3.58,2.73,2026-05-26
11366,11366,73.53,B,3.0,3.51,2.75,2026-05-26
11367,11367,72.31,B,3.0,3.42,2.77,2026-05-26
11368,11368,83.19,A-,3.7,3.7,2.85,2026-05-26
11369,11369,77.52,B+,3.3,3.5,2.88,2026-05-26
11370,11370,65.47,B-,2.7,3.18,2.87,2026-05-26
11371,11371,85.74,A,4.0,3.37,2.94,2026-05-26
11372,11372,83.72,A-,3.7,3.43,2.98,2026-05-26
11373,11373,78.66,B+,3.3,3.41,3.0,2026-05-26
11374,11374,77.67,B+,3.3,3.4,3.01,2026-05-26
11375,11375,88.98,A,4.0,4.0,3.06,2026-05-26
11376,11376,76.25,B+,3.3,3.65,3.08,2026-05-26
11377,11377,53.79,D,1.0,2.77,2.98,2026-05-26
11378,11378,92.28,A,4.0,2.99,3.01,2026-05-26
11379,11379,60.11,C+,2.3,2.84,2.98,2026-05-26
11380,11380,70.88,B,3.0,2.87,2.98,2026-05-26
11381,11381,73.89,B,3.0,3.0,2.98,2026-05-26
11382,11382,72.36,B,3.0,3.0,2.98,2026-05-26
11383,11383,73.82,B,3.0,3.0,2.98,2026-05-26
11384,11384,65.39,B-,2.7,2.95,2.97,2026-05-26
11385,11385,55.11,C,2.0,2.74,2.94,2026-05-26
11386,11386,47.28,D,1.0,1.0,2.88,2026-05-26
11387,11387,81.9,A-,3.7,2.35,2.9,2026-05-26
11388,11388,56.51,C,2.0,2.23,2.87,2026-05-26
11389,11389,76.3,B+,3.3,2.56,2.89,2026-05-26
11390,11390,70.45,B,3.0,2.64,2.89,2026-05-26
11391,11391,80.77,A-,3.7,2.81,2.92,2026-05-26
11392,11392,73.01,B,3.0,3.0,3.0,2026-05-26
11393,11393,85.96,A,4.0,3.5,3.5,2026-05-26
11394,11394,73.5,B,3.0,3.33,3.33,2026-05-26
11395,11395,62.11,C+,2.3,3.07,3.07,2026-05-26
11396,11396,78.35,B+,3.3,3.12,3.12,2026-05-26
11397,11397,78.1,B+,3.3,3.15,3.15,2026-05-26
11398,11398,73.57,B,3.0,3.13,3.13,2026-05-26
11399,11399,55.73,C,2.0,2.0,2.99,2026-05-26
11400,11400,47.46,D,1.0,1.5,2.77,2026-05-26
11401,11401,15.39,E,0.0,1.0,2.49,2026-05-26
11402,11402,73.13,B,3.0,1.5,2.54,2026-05-26
11403,11403,76.81,B+,3.3,1.76,2.58,2026-05-26
11404,11404,68.43,B-,2.7,2.7,2.59,2026-05-26
11405,11405,56.44,C,2.0,2.35,2.55,2026-05-26
11406,11406,55.76,C,2.0,2.26,2.52,2026-05-26
11407,11407,97.81,A,4.0,2.74,2.62,2026-05-26
11408,11408,32.32,E,0.0,2.15,2.46,2026-05-26
11409,11409,43.7,E,0.0,0.0,2.32,2026-05-26
11410,11410,97.58,A,4.0,2.0,2.41,2026-05-26
11411,11411,76.23,B+,3.3,2.43,2.45,2026-05-26
11412,11412,98.15,A,4.0,2.72,2.5,2026-05-26
11413,11413,83.31,A-,3.7,2.98,2.58,2026-05-26
11414,11414,65.39,B-,2.7,2.95,2.58,2026-05-26
11415,11415,76.18,B+,3.3,3.0,2.61,2026-05-26
11416,11416,97.04,A,4.0,4.0,4.0,2026-05-26
11417,11417,96.29,A,4.0,4.0,4.0,2026-05-26
11418,11418,76.19,B+,3.3,3.77,3.77,2026-05-26
11419,11419,61.85,C+,2.3,3.4,3.4,2026-05-26
11420,11420,47.46,D,1.0,2.92,2.92,2026-05-26
11421,11421,55.7,C,2.0,2.0,2.77,2026-05-26
11422,11422,63.77,C+,2.3,2.15,2.7,2026-05-26
11423,11423,57.86,C,2.0,2.1,2.61,2026-05-26
11424,11424,62.6,C+,2.3,2.15,2.58,2026-05-26
11425,11425,77.13,B+,3.3,2.38,2.65,2026-05-26
11426,11426,71.77,B,3.0,2.48,2.68,2026-05-26
11427,11427,80.86,A-,3.7,3.7,2.77,2026-05-26
11428,11428,77.25,B+,3.3,3.5,2.81,2026-05-26
11429,11429,78.17,B+,3.3,3.42,2.85,2026-05-26
11430,11430,5.27,E,0.0,2.63,2.67,2026-05-26
11431,11431,82.98,A-,3.7,2.83,2.73,2026-05-26
11432,11432,77.0,B+,3.3,2.91,2.76,2026-05-26
11433,11433,63.92,C+,2.3,2.3,2.74,2026-05-26
11434,11434,16.99,E,0.0,1.15,2.6,2026-05-26
11435,11435,1.48,E,0.0,0.77,2.47,2026-05-26
11436,11436,57.11,C,2.0,1.07,2.45,2026-05-26
11437,11437,60.43,C+,2.3,1.32,2.44,2026-05-26
11438,11438,66.02,B-,2.7,2.7,2.45,2026-05-26
11439,11439,53.9,D,1.0,1.85,2.39,2026-05-26
11440,11440,60.29,C+,2.3,1.96,2.39,2026-05-26
11441,11441,72.81,B,3.0,2.25,2.41,2026-05-26
11442,11442,18.73,E,0.0,1.76,2.32,2026-05-26
11443,11443,76.22,B+,3.3,2.04,2.36,2026-05-26
11444,11444,28.26,E,0.0,0.0,0.0,2026-05-26
11445,11445,73.47,B,3.0,1.5,1.5,2026-05-26
11446,11446,81.9,A-,3.7,2.23,2.23,2026-05-26
11447,11447,96.3,A,4.0,2.68,2.68,2026-05-26
11448,11448,57.31,C,2.0,2.54,2.54,2026-05-26
11449,11449,80.38,A-,3.7,3.7,2.73,2026-05-26
11450,11450,77.18,B+,3.3,3.5,2.81,2026-05-26
